Strike,Entry Time,Exit Time,Entry Price,Exit Price,Quantity,PnL,Return %,Status
ATM_CALL,2024-01-01 09:51:00,2024-01-01 09:54:00,297.25,292.79,84,-399.32,-1.6,LOSS
ATM_CALL,2024-01-01 10:05:00,2024-01-01 10:09:00,273.41,269.31,91,-397.9,-1.6,LOSS
ATM_CALL,2024-01-01 10:24:00,2024-01-01 10:26:00,241.31,237.69,103,-397.49,-1.6,LOSS
ATM_CALL,2024-01-01 10:48:00,2024-01-01 10:52:00,190.11,187.26,131,-398.28,-1.6,LOSS
ATM_CALL,2024-01-01 10:57:00,2024-01-01 11:15:00,184.13,220.96,135,4944.17,19.89,WIN
ATM+100_CALL,2024-01-01 09:55:00,2024-01-01 09:58:00,283.36,279.11,88,-398.78,-1.6,LOSS
ATM+100_CALL,2024-01-01 09:59:00,2024-01-01 10:03:00,276.26,272.12,90,-397.63,-1.6,LOSS
ATM+100_CALL,2024-01-01 10:25:00,2024-01-01 10:28:00,219.2,215.91,113,-396.13,-1.6,LOSS
ATM+100_CALL,2024-01-01 10:42:00,2024-01-01 10:47:00,179.68,176.98,138,-396.55,-1.6,LOSS
ATM+100_CALL,2024-01-01 10:54:00,2024-01-01 11:20:00,168.24,201.89,148,4952.51,19.89,WIN
ATM-100_CALL,2024-01-01 09:53:00,2024-01-01 09:55:00,315.59,310.86,79,-398.72,-1.6,LOSS
ATM-100_CALL,2024-01-01 10:16:00,2024-01-01 10:20:00,269.55,265.51,92,-396.59,-1.6,LOSS
ATM-100_CALL,2024-01-01 10:21:00,2024-01-01 10:24:00,261.79,257.86,95,-397.73,-1.6,LOSS
ATM-100_CALL,2024-01-01 10:36:00,2024-01-01 10:40:00,230.04,226.59,108,-397.32,-1.6,LOSS
ATM-100_CALL,2024-01-01 10:58:00,2024-01-01 11:27:00,187.65,225.18,133,4964.04,19.89,WIN
